PUMA,AGEP,SEX,MSP,HISP,RAC1P,NOC,NPF,HOUSING_TYPE,OWN_RENT,DENSITY,INDP,INDP_CAT,EDU,PINCP,PINCP_DECILE,POVPIP,DVET,DREM,DPHY,DEYE,DEAR,PWGTP,WGTP
25-01000,80,2,2,0,1,0,N,1,1,2447.1,N,N,10,17000,3,140,N,2,2,2,2,89,100
25-01000,77,2,1,0,1,0,2,1,2,2447.1,N,N,3,20500,3,230,N,1,2,2,2,127,127
25-01000,87,1,1,0,1,0,2,1,2,2447.1,N,N,8,14400,3,230,N,2,1,2,2,127,127
25-01000,55,1,1,0,1,1,3,1,1,2447.1,9380,16,9,102000,8,501,N,2,2,2,2,113,113
25-01000,46,2,1,4,2,1,3,1,1,2447.1,8191,12,9,55000,6,501,N,2,2,2,2,201,113
25-01000,15,2,6,4,2,1,3,1,1,2447.1,N,N,3,0,0,501,N,2,2,2,2,110,113
25-00703,31,1,6,0,1,0,N,1,2,2195.3,3980,4,7,30000,4,227,N,2,2,2,2,69,69
25-01000,72,1,1,0,1,0,2,1,1,2447.1,6070,7,9,33000,4,387,N,2,2,2,2,49,49
25-01000,66,2,1,0,1,0,2,1,1,2447.1,7860,11,8,26500,4,387,N,2,2,2,2,57,49
25-01300,58,2,3,0,1,0,N,1,1,1457.2,9490,16,8,74000,7,501,N,2,2,2,2,53,53
25-00703,61,2,3,0,1,0,N,1,2,2195.3,N,N,7,16500,3,125,N,2,1,2,1,72,73
25-01000,41,2,1,0,1,0,2,1,1,2447.1,3370,4,10,112000,8,501,N,2,2,2,2,124,124
25-01000,45,1,1,0,1,0,2,1,1,2447.1,7870,11,9,85000,8,501,N,2,2,2,2,103,124
25-01000,61,2,6,0,1,0,N,1,1,2447.1,7270,10,9,24700,4,186,N,2,1,1,2,105,104
25-01300,78,1,1,0,1,0,2,1,1,1457.2,N,N,10,38000,5,501,N,2,2,2,2,44,44
25-01300,75,2,1,0,1,0,2,1,1,1457.2,7890,11,10,151600,9,501,N,2,2,2,2,43,44
25-00503,72,1,1,0,1,0,2,1,1,2872.7,3390,4,10,39700,5,365,N,2,2,2,2,88,88
25-00503,74,2,1,0,1,0,2,1,1,2872.7,N,N,10,16600,3,365,N,2,1,2,2,98,88
25-02800,90,2,3,0,1,0,2,1,1,3683.9,N,N,4,21600,3,142,N,2,1,2,2,86,85
25-02800,60,1,4,0,1,0,2,1,1,3683.9,7380,10,12,0,0,142,N,2,2,2,2,96,85
25-00703,88,2,3,0,1,0,N,1,2,2195.3,N,N,1,7800,2,63,N,2,2,2,2,55,54
25-01300,43,1,1,0,1,0,2,1,1,1457.2,770,3,7,125000,9,501,N,2,2,2,2,58,58
25-01300,40,2,1,0,1,0,2,1,1,1457.2,7280,10,9,25000,4,501,N,2,2,2,2,62,58
25-01300,59,2,1,0,1,0,3,1,1,1457.2,1691,4,9,102000,8,501,N,2,2,2,2,50,50
25-01300,57,1,1,0,1,0,3,1,1,1457.2,7380,10,9,93900,8,501,N,2,2,2,2,53,50
25-01300,28,1,6,0,1,0,3,1,1,1457.2,5170,6,8,41200,5,501,N,2,2,2,2,66,50
25-01000,69,1,1,0,1,0,2,1,1,2447.1,N,N,10,50200,6,405,N,2,2,2,2,83,84
25-01000,68,2,1,0,1,0,2,1,1,2447.1,N,N,10,11700,2,405,N,2,2,2,2,96,84
25-00503,76,1,1,0,1,0,2,1,1,2872.7,770,3,10,167250,9,501,N,2,2,2,2,66,66
25-00503,73,2,1,0,1,0,2,1,1,2872.7,N,N,9,22600,3,501,N,2,2,2,2,56,66
25-00503,45,2,4,0,1,1,2,1,1,2872.7,7071,9,9,178400,9,501,N,2,2,2,2,337,336
25-01300,25,1,6,0,1,0,N,1,2,1457.2,9590,16,9,36100,5,275,N,2,2,2,2,96,96
25-00503,45,1,1,0,1,2,4,1,1,2872.7,7380,10,9,335000,9,501,N,2,2,2,2,116,116
25-00503,45,2,1,0,1,2,4,1,1,2872.7,7860,11,9,15000,3,501,N,2,2,2,2,98,116
25-01000,82,2,4,0,1,0,N,1,1,2447.1,N,N,7,26400,4,218,N,2,2,2,2,39,40
25-01000,53,2,1,0,1,1,3,1,1,2447.1,8180,12,9,50000,6,501,N,2,2,2,2,113,113
25-01000,55,1,1,0,1,1,3,1,1,2447.1,7290,10,9,120090,8,501,N,2,2,2,2,132,113
25-01000,17,2,6,0,1,1,3,1,1,2447.1,8590,14,4,790,1,501,N,2,2,2,2,126,113
25-00703,60,2,1,0,1,0,4,1,1,2195.3,8680,14,7,40000,5,501,N,2,2,2,2,48,48
25-00703,56,1,1,0,1,0,4,1,1,2195.3,7390,10,9,157000,9,501,N,2,2,2,2,47,48
25-00703,22,1,6,0,1,0,4,1,1,2195.3,5580,6,8,13000,2,501,N,2,2,2,2,65,48
25-00703,19,1,6,0,1,0,4,1,1,2195.3,8590,14,5,22800,3,501,N,2,2,2,2,38,48
25-00703,57,2,3,0,1,0,N,1,2,2195.3,4971,6,8,19300,3,147,N,2,2,2,2,68,69
25-01000,75,2,3,0,1,0,3,1,1,2447.1,N,N,4,22800,3,316,N,2,2,2,2,95,95
25-01000,36,2,1,0,1,0,3,1,1,2447.1,8680,14,8,0,0,316,N,2,2,2,2,141,95
25-01000,37,1,1,0,1,0,3,1,1,2447.1,4971,6,9,40000,5,316,N,2,2,2,2,141,95
25-00503,53,2,1,4,1,0,4,1,2,2872.7,N,N,10,0,0,325,N,2,1,2,1,89,90
25-00503,53,1,1,0,1,0,4,1,2,2872.7,6380,7,4,30000,4,325,N,2,2,2,2,91,90
25-00503,23,1,6,0,1,0,4,1,2,2872.7,7670,10,9,55000,6,325,N,2,2,2,2,92,90
25-00503,19,2,6,0,1,0,4,1,2,2872.7,N,N,7,0,0,325,N,2,2,2,2,153,90
25-02800,48,2,1,0,1,1,3,1,1,3683.9,7870,11,10,235000,9,501,N,2,2,2,2,79,80
25-02800,44,1,1,0,1,1,3,1,1,3683.9,8191,12,9,68000,7,501,N,2,2,2,2,79,80
25-00703,31,1,6,0,1,0,N,1,1,2195.3,770,3,5,150000,9,501,N,2,2,2,2,112,112
25-00703,48,1,1,0,1,0,3,1,1,2195.3,9470,16,8,85000,8,501,2,2,2,2,2,60,60
25-00703,47,2,1,0,1,0,3,1,1,2195.3,6690,8,8,90000,8,501,N,2,2,2,2,60,60
25-00703,19,2,6,0,1,0,3,1,1,2195.3,8680,14,5,5000,1,501,N,2,2,2,2,87,60
25-01300,89,2,3,0,1,0,N,1,1,1457.2,N,N,3,21300,3,175,N,2,1,2,1,71,71
25-00703,78,1,1,0,1,0,2,1,1,2195.3,N,N,11,207200,9,501,N,2,2,2,2,72,71
25-00703,78,2,1,0,1,0,2,1,1,2195.3,N,N,8,31500,4,501,N,2,2,2,2,64,71
25-01000,51,1,1,0,1,0,4,1,1,2447.1,9480,16,9,88000,8,464,N,2,2,2,2,130,131
25-01000,48,2,1,0,1,0,4,1,1,2447.1,7860,11,8,21000,3,464,N,2,2,2,2,109,131
25-01000,21,1,6,0,1,0,4,1,1,2447.1,8680,14,7,10000,2,464,N,2,2,2,2,162,131
25-01000,19,2,6,0,1,0,4,1,1,2447.1,7860,11,7,2200,1,464,N,2,2,2,2,202,131
25-01300,40,1,6,0,1,0,N,1,1,1457.2,770,3,5,105020,8,501,N,2,2,2,2,56,55
25-01300,38,2,6,0,1,0,N,1,1,1457.2,8680,14,8,45200,5,341,N,2,2,2,2,57,55
25-01000,43,2,1,0,1,2,4,1,1,2447.1,6970,9,10,250000,9,501,N,2,2,2,2,73,73
25-01000,46,1,1,0,1,2,4,1,1,2447.1,4170,5,10,109000,8,501,N,2,2,2,2,56,73
25-00503,78,2,4,0,1,0,N,1,1,2872.7,6770,8,10,484000,9,501,N,2,2,2,2,206,207
25-00703,69,1,6,0,1,0,N,1,1,2195.3,6870,9,9,50200,6,417,N,2,2,2,2,133,134
25-01000,52,2,6,0,1,0,N,1,1,2447.1,7580,10,9,46900,5,357,N,2,2,2,2,63,64
25-00703,46,1,1,0,1,1,4,1,2,2195.3,770,3,5,30000,4,137,N,2,2,2,2,421,421
25-00703,40,2,1,0,1,1,4,1,2,2195.3,8470,13,5,2400,1,137,N,2,2,2,2,451,421
25-00703,19,1,6,0,1,1,4,1,2,2195.3,8680,14,5,4000,1,137,N,1,1,1,1,350,421
25-00703,16,2,6,0,1,1,4,1,2,2195.3,N,N,4,0,0,137,N,2,2,2,2,336,421
25-00703,66,2,3,0,1,0,N,1,1,2195.3,8670,14,8,24200,4,198,N,2,2,2,2,49,49
25-00703,79,1,5,0,1,0,2,1,1,2195.3,9470,16,7,72000,7,416,N,2,2,2,1,57,57
25-00703,47,2,4,0,1,0,2,1,1,2195.3,6672,8,9,75000,7,501,N,2,2,2,2,60,57
25-00703,28,2,6,0,1,0,2,1,1,2195.3,8191,12,9,49000,6,501,N,2,2,2,2,58,58
25-00703,27,1,6,0,1,0,2,1,1,2195.3,7490,10,9,75000,7,501,N,2,2,2,2,64,58
25-00503,70,1,1,0,1,0,2,1,1,2872.7,7860,11,5,40600,5,501,N,2,2,2,1,46,47
25-00503,68,2,1,0,1,0,2,1,1,2872.7,9370,16,8,59100,6,501,N,2,2,2,2,50,47
25-00703,41,1,1,0,1,4,6,1,1,2195.3,770,3,9,29000,4,233,N,2,2,2,2,75,75
25-00703,41,2,1,0,1,4,6,1,1,2195.3,7370,10,9,50000,6,233,N,2,2,2,2,70,75
25-01300,63,2,4,0,1,0,2,1,1,1457.2,8270,12,5,72500,7,501,N,2,2,2,2,86,86
25-01300,25,2,6,0,1,0,2,1,1,1457.2,8191,12,9,48000,6,501,N,2,2,2,2,119,86
25-00703,66,2,3,0,1,0,3,1,1,2195.3,8680,14,9,423000,9,501,N,2,2,2,2,91,91
25-00703,35,1,6,0,1,0,3,1,1,2195.3,7580,10,9,65000,7,501,N,2,2,2,2,120,91
25-00703,30,2,6,0,1,0,3,1,1,2195.3,7390,10,10,85000,8,501,N,2,2,2,2,124,91
25-00703,31,2,6,0,1,0,3,1,1,2195.3,7860,11,10,55000,6,420,N,2,2,2,2,126,91
25-00703,31,1,4,0,2,0,3,1,1,2195.3,9470,16,10,69000,7,501,N,2,2,2,2,243,91
25-00503,36,2,6,0,1,0,N,1,2,2872.7,9480,16,10,71400,7,501,N,2,2,2,2,80,80
25-00503,38,2,6,0,1,0,N,1,2,2872.7,8191,12,9,89000,8,501,N,2,2,2,2,82,80
25-02800,90,2,3,0,1,0,N,1,2,3683.9,N,N,6,1900,1,15,N,2,1,2,2,92,93
25-00503,57,2,1,0,1,0,2,1,2,2872.7,8680,14,7,50000,6,306,N,2,2,2,2,94,94
25-00503,63,1,1,0,1,0,2,1,2,2872.7,N,N,5,1800,1,306,N,2,2,2,2,126,94
25-00703,91,1,4,0,6,0,N,1,2,2195.3,N,N,1,70400,7,501,N,1,1,2,2,109,108
25-00703,49,1,1,0,1,1,3,1,1,2195.3,7380,10,9,250000,9,501,N,2,2,2,2,95,94
25-00703,47,2,1,0,1,1,3,1,1,2195.3,N,N,9,0,0,501,N,2,2,2,2,93,94
25-02800,47,2,4,0,1,0,N,1,2,3683.9,4380,5,7,10100,2,76,N,1,1,2,2,408,408
25-02800,75,2,6,0,1,0,N,1,1,3683.9,9370,16,10,59700,6,490,N,2,2,2,2,124,124
25-01300,49,2,5,4,1,1,2,1,2,1457.2,4795,6,7,67000,7,385,N,2,2,2,2,119,119
25-02800,37,2,1,0,1,0,2,1,2,3683.9,4380,5,7,60000,6,501,N,2,2,2,2,117,117
25-02800,37,1,1,0,1,0,2,1,2,3683.9,4380,5,9,90000,8,501,N,2,2,2,2,101,117
25-00503,20,1,6,0,6,0,N,1,2,2872.7,N,N,5,0,0,0,N,2,2,2,2,73,73
25-00503,20,1,6,0,6,0,N,1,2,2872.7,N,N,5,0,0,0,N,2,2,2,2,93,73
25-00503,20,1,6,0,6,0,N,1,2,2872.7,N,N,5,0,0,0,N,2,2,2,2,93,73
25-00703,29,2,6,0,1,0,N,1,1,2195.3,9470,16,9,91000,8,501,N,2,2,2,2,39,40
25-00703,30,2,6,0,1,0,N,1,1,2195.3,1190,4,7,30000,4,229,N,2,2,2,2,51,40
25-01300,46,1,1,0,1,0,2,1,2,1457.2,6170,7,5,87000,8,501,N,2,2,2,2,212,212
25-01300,55,2,1,0,1,0,2,1,2,1457.2,5391,6,5,42000,5,501,N,2,2,2,2,188,212
25-02800,70,1,1,0,1,0,2,1,1,3683.9,4870,6,5,61500,6,501,4,2,2,2,2,66,65
25-02800,67,2,1,0,1,0,2,1,1,3683.9,8290,12,8,23600,4,501,N,2,2,2,2,60,65
25-02800,73,1,4,0,1,0,2,1,1,3683.9,N,N,6,30700,4,501,N,2,2,2,2,104,105
25-02800,25,1,6,0,1,0,2,1,1,3683.9,9570,16,8,48000,6,501,N,2,2,2,2,141,105
25-02800,47,1,1,0,1,1,3,1,1,3683.9,7870,11,10,90000,8,501,N,2,2,2,2,67,67
25-02800,46,2,1,0,1,1,3,1,1,3683.9,7970,12,1,43000,5,501,N,2,2,2,2,59,67
25-01000,53,2,1,0,1,1,3,1,1,2447.1,7072,9,9,65000,7,501,N,2,2,2,2,304,304
25-01000,50,1,1,0,1,1,3,1,1,2447.1,770,3,6,100000,8,501,N,2,2,2,2,374,304
25-01000,16,2,6,0,1,1,3,1,1,2447.1,5170,6,4,500,1,501,N,2,2,2,2,334,304
25-00703,30,2,6,0,1,0,N,1,2,2195.3,4470,5,9,130000,9,501,N,2,2,2,2,136,136
25-00503,82,2,3,0,1,0,N,1,2,2872.7,N,N,10,342900,9,501,N,2,2,2,2,61,60
25-02800,54,2,6,0,1,1,2,1,2,3683.9,6370,7,9,12200,2,99,N,1,2,2,2,53,54
25-02800,15,1,6,0,1,1,2,1,2,3683.9,N,N,4,5000,1,99,N,1,2,2,2,62,54
25-02800,59,1,1,0,1,0,2,1,2,3683.9,6190,7,6,38600,5,376,N,2,2,2,2,61,61
25-02800,46,2,1,0,8,0,2,1,2,3683.9,9290,15,7,25000,4,376,N,2,2,2,2,60,61
25-00503,65,1,1,0,1,0,2,1,1,2872.7,7270,10,11,104000,8,501,N,2,2,2,2,180,181
25-00503,59,2,1,0,1,0,2,1,1,2872.7,7270,10,10,93000,8,501,N,2,2,2,2,174,181
25-02800,32,2,1,0,1,2,5,1,1,3683.9,770,3,7,25000,4,324,N,2,2,2,2,129,130
25-02800,32,1,1,0,1,2,5,1,1,3683.9,770,3,5,50000,6,324,N,2,2,2,2,144,130
25-02800,58,2,4,0,1,2,5,1,1,3683.9,9370,16,5,25400,4,324,N,2,2,2,2,117,130
25-00503,46,2,6,0,1,0,N,1,1,2872.7,7380,10,9,123400,9,501,N,2,2,2,2,499,499
25-00703,50,1,1,0,1,1,3,1,1,2195.3,6992,9,9,205000,9,501,N,2,2,2,1,75,75
25-00703,47,2,1,0,1,1,3,1,1,2195.3,N,N,5,0,0,501,N,1,2,2,2,72,75
25-00703,50,1,5,0,1,0,N,1,2,2195.3,4195,5,9,125000,9,501,N,2,2,2,2,117,117
25-01000,36,2,1,0,1,2,5,1,1,2447.1,6695,8,5,73000,7,501,N,2,2,2,2,192,193
25-01000,37,1,1,0,2,2,5,1,1,2447.1,7380,10,7,150000,9,501,N,2,2,2,2,284,193
25-01000,18,1,6,0,2,2,5,1,1,2447.1,N,N,4,0,0,501,N,2,2,2,2,272,193
25-01000,80,1,1,0,1,0,2,1,2,2447.1,N,N,11,93000,8,501,N,2,2,2,1,135,135
25-01000,79,2,1,0,1,0,2,1,2,2447.1,N,N,10,15000,3,501,N,2,1,2,2,131,135
25-00503,39,2,1,0,6,2,4,1,1,2872.7,5190,6,9,50000,6,464,N,2,2,2,2,145,144
25-00503,38,1,1,0,2,2,4,1,1,2872.7,6670,8,10,70000,7,464,N,2,2,2,2,151,144
25-01000,56,1,6,0,1,0,N,1,2,2447.1,8270,12,5,47000,5,357,N,2,2,2,2,160,161
25-02800,81,2,1,0,1,0,3,1,1,3683.9,8080,12,10,147000,9,501,N,2,2,2,2,67,66
25-02800,81,1,1,0,1,0,3,1,1,3683.9,7290,10,10,125400,9,501,N,2,2,2,2,67,66
25-02800,18,2,6,0,1,0,3,1,1,3683.9,4972,6,7,3500,1,501,N,2,2,2,2,101,66
25-02800,24,2,6,0,1,0,3,1,1,3683.9,8590,14,9,5500,1,41,N,2,2,2,2,73,66
25-02800,24,2,6,0,6,0,3,1,1,3683.9,7870,11,9,27000,4,205,N,2,2,2,2,77,66
25-00503,86,2,3,0,1,0,2,1,1,2872.7,N,N,7,6700,1,121,N,2,2,2,2,72,72
25-00503,50,1,6,0,1,0,2,1,1,2872.7,8770,15,5,12000,2,121,N,2,2,2,2,84,72
25-00503,60,1,1,0,1,0,2,1,1,2872.7,6870,9,9,918000,9,501,N,2,2,2,2,90,91
25-00503,59,2,1,0,1,0,2,1,1,2872.7,7071,9,9,3000,1,501,N,2,2,2,2,70,91
25-00503,75,2,3,0,1,0,N,1,1,2872.7,N,N,4,37100,5,305,N,2,2,2,2,85,85
25-00503,72,1,4,0,1,0,N,1,1,2872.7,7190,9,8,65660,7,501,N,2,2,2,2,78,85
25-00503,56,1,1,0,1,0,2,1,1,2872.7,3291,4,9,116000,8,501,N,2,2,2,2,75,75
25-00503,51,2,1,0,1,0,2,1,1,2872.7,2190,4,10,157000,9,501,N,2,2,2,2,72,75
25-00503,42,2,1,0,1,1,3,1,1,2872.7,3380,4,9,122000,8,501,N,2,2,2,2,83,83
25-00503,52,1,1,0,1,1,3,1,1,2872.7,2190,4,6,44000,5,501,N,2,2,2,2,79,83
25-01300,41,1,1,0,1,2,4,1,1,1457.2,7280,10,9,150000,9,501,N,2,2,2,2,75,75
25-01300,36,2,1,0,1,2,4,1,1,1457.2,7280,10,10,0,0,501,N,2,2,2,2,74,75
25-01300,48,2,1,0,1,0,3,1,2,1457.2,7860,11,10,250000,9,501,N,2,2,2,2,57,57
25-01300,51,1,1,0,1,0,3,1,2,1457.2,7480,10,12,100000,8,501,N,2,2,2,2,69,57
25-01300,18,1,6,0,1,0,3,1,2,1457.2,N,N,5,1200,1,501,N,2,2,2,2,53,57
25-02800,70,1,1,0,1,0,2,1,1,3683.9,7270,10,11,79000,7,501,N,1,2,2,1,107,107
25-02800,70,2,1,0,1,0,2,1,1,3683.9,6890,9,9,126000,9,501,N,2,2,2,2,97,107
25-00703,70,2,6,0,1,0,N,1,1,2195.3,N,N,10,61000,6,501,N,2,2,2,2,98,98
25-00503,58,1,6,0,1,0,N,1,2,2872.7,4990,6,5,38000,5,286,N,2,2,2,2,134,135
25-00503,53,2,1,0,1,3,5,1,1,2872.7,N,N,10,10000,2,501,N,2,2,2,2,51,51
25-00503,54,1,1,0,1,3,5,1,1,2872.7,3490,4,10,180000,9,501,N,2,2,2,2,49,51
25-01000,42,2,1,0,1,4,6,1,1,2447.1,8191,12,9,53000,6,199,N,2,2,2,2,122,122
25-01000,45,1,1,0,1,4,6,1,1,2447.1,7460,10,9,15000,3,199,N,2,2,2,2,104,122
25-02800,78,1,1,0,6,0,2,1,2,3683.9,N,N,10,21000,3,197,N,2,2,2,2,427,426
25-02800,74,2,1,0,6,0,2,1,2,3683.9,N,N,10,9200,2,197,N,2,2,2,2,482,426
25-01000,63,1,4,0,1,0,N,1,1,2447.1,7280,10,9,17700,3,133,N,2,2,2,2,78,78
25-02800,46,1,1,0,6,0,2,1,1,3683.9,8680,14,1,40900,5,501,N,2,2,2,2,150,150
25-02800,38,2,1,0,6,0,2,1,1,3683.9,8470,13,7,58400,6,501,N,2,2,2,2,166,150
25-00703,63,1,4,0,1,0,2,1,1,2195.3,8680,14,5,55000,6,501,N,2,2,2,2,33,33
25-00703,22,1,6,0,1,0,2,1,1,2195.3,7380,10,7,32200,4,501,N,2,2,2,2,42,33
25-00503,55,1,4,0,1,0,N,1,1,2872.7,6380,7,5,90000,8,501,N,2,2,2,2,118,118
25-00703,71,2,5,0,1,0,2,1,1,2195.3,8170,12,7,84900,7,501,N,2,2,2,2,69,69
25-00703,43,1,4,0,1,0,2,1,1,2195.3,3390,4,5,10000,2,501,N,2,2,2,2,90,69
25-01300,37,1,1,0,1,2,4,1,1,1457.2,770,3,8,86000,8,454,N,2,2,2,2,85,84
25-01300,36,2,1,0,1,2,4,1,1,1457.2,7860,11,9,30000,4,454,N,2,2,2,2,87,84
25-00703,85,1,1,0,1,0,2,1,1,2195.3,N,N,12,6000,1,65,N,2,2,2,2,57,57
25-00703,74,2,1,0,1,0,2,1,1,2195.3,N,N,10,4000,1,65,N,2,2,2,2,56,57
25-01000,76,2,3,0,1,0,2,1,1,2447.1,N,N,5,35200,5,501,N,2,2,2,2,98,98
25-01000,46,2,6,0,1,0,2,1,1,2447.1,7980,12,9,60000,6,501,N,2,2,2,2,138,98
25-01000,65,1,5,0,1,0,N,1,2,2447.1,770,3,5,37900,5,313,N,2,2,2,2,57,57
25-02800,30,2,1,0,1,0,2,1,1,3683.9,7470,10,9,110000,8,501,N,2,2,2,2,80,81
25-02800,30,1,1,0,1,0,2,1,1,3683.9,7071,9,9,100000,8,501,N,2,2,2,2,90,81
25-00503,58,2,6,0,1,0,N,1,1,2872.7,7390,10,10,55000,6,414,N,2,2,2,2,57,56
25-00703,65,1,1,0,1,0,2,1,1,2195.3,8564,14,9,243500,9,501,N,2,2,2,2,90,90
25-00703,65,2,1,0,1,0,2,1,1,2195.3,8564,14,9,27540,4,501,N,2,2,2,2,100,90
25-02800,70,1,6,0,1,0,2,1,1,3683.9,N,N,9,25500,4,501,N,2,2,2,2,104,103
25-02800,94,1,3,0,1,0,2,1,1,3683.9,N,N,6,61000,6,501,N,2,1,2,1,115,103
25-00503,49,2,1,0,9,0,2,1,1,2872.7,7380,10,10,219600,9,501,4,2,2,2,2,100,100
25-00503,46,1,1,0,1,0,2,1,1,2872.7,7380,10,9,112500,8,501,N,2,2,2,2,130,100
25-01300,32,2,1,0,6,1,3,1,2,1457.2,2190,4,12,120000,8,501,N,2,2,2,2,64,64
25-01300,33,1,1,0,6,1,3,1,2,1457.2,7870,11,12,28000,4,501,N,2,2,2,2,85,64
25-01300,60,2,1,0,1,0,2,1,1,1457.2,7380,10,9,15000,3,433,N,2,2,2,2,46,46
25-01300,62,1,1,0,1,0,2,1,1,1457.2,7970,12,8,58000,6,433,N,2,2,2,2,47,46
25-00503,32,1,6,0,1,0,N,1,2,2872.7,3490,4,9,111000,8,501,N,2,2,2,2,157,157
25-00503,36,2,6,0,1,0,N,1,2,2872.7,9290,15,9,120000,8,501,N,2,2,2,2,160,157
25-00703,59,1,4,0,1,0,N,1,2,2195.3,6680,8,7,186000,9,501,N,2,2,2,2,24,24
25-02800,35,2,1,0,1,0,2,1,1,3683.9,7290,10,9,70000,7,501,N,2,2,2,2,76,76
25-02800,35,1,1,0,1,0,2,1,1,3683.9,4090,5,9,93000,8,501,N,2,2,2,2,64,76
25-02800,35,1,6,0,1,0,N,1,2,3683.9,770,3,7,90000,8,501,N,2,2,2,2,46,46
25-02800,81,2,3,0,1,0,3,1,1,3683.9,N,N,7,53500,6,501,N,2,2,2,2,179,180
25-02800,54,2,6,0,1,0,3,1,1,3683.9,8191,12,7,36800,5,501,N,2,2,2,2,200,180
25-02800,52,2,2,0,1,0,3,1,1,3683.9,7460,10,9,92000,8,501,N,2,2,2,2,200,180
25-02800,67,2,1,0,1,0,2,1,1,3683.9,7071,9,4,3100,1,501,N,2,2,2,2,67,67
25-02800,67,1,1,0,1,0,2,1,1,3683.9,4670,6,4,139000,9,501,N,2,2,2,2,74,67
25-02800,75,2,3,0,1,0,2,1,1,3683.9,N,N,7,78300,7,501,N,1,1,2,2,181,181
25-02800,54,2,6,0,1,0,2,1,1,3683.9,N,N,5,20000,3,501,N,1,1,1,2,202,181
25-02800,91,2,3,0,1,0,N,1,1,3683.9,N,N,5,14400,3,117,N,2,1,2,1,102,102
25-01000,66,1,1,0,1,0,2,1,1,2447.1,7860,11,12,60000,6,501,N,2,2,2,2,48,48
25-01000,65,2,1,0,1,0,2,1,1,2447.1,7390,10,10,74400,7,501,N,2,2,2,2,53,48
25-02800,77,1,1,0,1,0,7,1,1,3683.9,N,N,3,42400,5,365,N,2,2,2,1,153,153
25-02800,77,2,1,0,1,0,7,1,1,3683.9,N,N,5,0,0,365,N,2,2,2,2,151,153
25-02800,54,1,2,0,1,0,7,1,1,3683.9,770,3,5,28600,4,365,N,2,2,2,2,184,153
25-02800,54,1,2,0,1,0,7,1,1,3683.9,N,N,7,0,0,365,N,2,2,2,2,185,153
25-02800,29,1,2,0,1,0,7,1,1,3683.9,770,3,5,40000,5,365,N,2,2,2,2,159,153
25-02800,26,1,6,0,1,0,7,1,1,3683.9,770,3,5,32000,4,365,N,2,2,2,2,158,153
25-02800,22,1,6,0,1,0,7,1,1,3683.9,6991,9,9,10000,2,365,N,2,2,2,2,140,153
25-02800,61,2,4,0,1,0,7,1,1,3683.9,8680,14,5,19000,3,143,N,2,2,2,2,162,153
25-02800,20,2,6,0,1,0,7,1,1,3683.9,8680,14,7,7500,2,56,N,2,2,2,2,166,153
25-00503,60,1,6,0,1,0,N,1,2,2872.7,8370,13,7,41500,5,314,N,2,2,2,2,105,104
25-01000,45,1,1,0,1,2,4,1,1,2447.1,3490,4,8,150000,9,501,N,2,2,2,2,104,104
25-01000,44,2,1,0,1,2,4,1,1,2447.1,8090,12,9,54000,6,501,N,2,2,2,2,123,104
25-00703,51,1,1,0,9,0,2,1,1,2195.3,6970,9,9,94000,8,501,N,2,2,2,2,168,167
25-00703,56,1,1,0,1,0,2,1,1,2195.3,6970,9,7,240000,9,501,N,2,2,2,2,112,167
25-01000,88,2,3,0,1,0,N,1,1,2447.1,N,N,5,26000,4,213,N,2,2,2,2,142,141
25-01000,84,2,3,0,1,0,N,1,1,2447.1,N,N,5,12000,2,98,N,2,2,2,2,95,95
25-00503,32,2,1,0,1,0,2,1,2,2872.7,7860,11,10,72000,7,501,N,2,2,2,2,85,85
25-00503,32,1,1,0,1,0,2,1,2,2872.7,7860,11,10,68000,7,501,N,2,2,2,2,98,85
25-00703,53,1,4,0,1,0,N,1,1,2195.3,6870,9,9,95010,8,501,N,2,2,2,2,50,50
25-00703,52,2,6,0,1,0,N,1,1,2195.3,7860,11,9,40000,5,305,N,2,2,2,2,53,50
25-00703,20,2,6,0,1,0,N,1,1,2195.3,8191,12,7,9000,2,68,N,2,2,2,2,66,50
25-00703,17,2,6,0,1,0,N,1,1,2195.3,8590,14,4,4000,1,30,N,2,2,2,2,38,50
25-00703,81,2,4,0,1,0,N,1,2,2195.3,N,N,4,20500,3,168,N,2,1,2,2,123,123
25-00503,24,2,6,0,1,0,N,1,2,2872.7,7480,10,9,30900,4,233,N,2,2,2,2,99,98
25-00503,25,2,6,0,1,0,N,1,2,2872.7,8191,12,9,52000,6,392,N,2,2,2,2,106,98
25-00503,24,2,6,0,1,0,N,1,2,2872.7,7870,11,9,12000,2,90,N,2,2,2,2,133,98
25-00503,24,2,6,0,1,0,N,1,2,2872.7,7860,11,10,48000,6,362,N,2,2,2,2,132,98
25-01000,34,1,1,0,1,1,3,1,1,2447.1,6870,9,9,133010,9,501,N,2,2,2,2,46,47
25-01000,31,2,1,0,1,1,3,1,1,2447.1,6991,9,9,92000,8,501,N,2,2,2,2,46,47
25-01000,79,1,1,0,1,0,2,1,1,2447.1,N,N,10,53000,6,501,N,2,2,2,2,88,88
25-01000,72,2,1,0,1,0,2,1,1,2447.1,N,N,8,40000,5,501,N,2,2,2,2,83,88
25-00703,62,2,6,0,1,0,N,1,1,2195.3,7280,10,10,39900,5,302,N,2,2,2,2,60,60
25-02800,60,1,1,0,1,0,4,1,1,3683.9,1990,4,5,90000,8,501,N,2,2,2,2,70,69
